Source;Target;Weight
1712;HL7v3;1.0
1717;Identity;1.0
1718;Public Health;1.0
1718;CDA IG;1.0
1718;CDA;1.0
1725;NONE;1.0
1721;NONE;1.0
1732;C-CDA;1.0
1732;CDA;1.0
1277;NONE;1.0
1728;NONE;1.0
1674;Patient Administration;1.0
1674;HL7v3;1.0
1674;withdraw;1.0
1673;Patient Administration;1.0
1673;HL7v3;1.0
1673;withdraw;1.0
1675;Registry;1.0
1675;HL7v3;1.0
1675;withdraw;1.0
1729;Patient Summary;1.0
1730;NONE;1.0
1731;SPLASCH;1.0
1731;PACIO;1.0
1733;Mobile Health;1.0
1118;Arden Syntax;1.0
1736;Maternity;1.0
1734;withdraw;1.0
1737;Medicolegal;1.0
1737;FHIR IG;1.0
1740;NONE;1.0
1735;withdraw;1.0
1738;Gender Harmony;1.0
1741;NONE;1.0
1688;Pediatric;1.0
1742;NONE;1.0
1743;Pharmacy;1.0
1745;Radiology;1.0
1746;Guide;1.0
1744;FHIR IG;1.0
1753;Transport;1.0
1753;HL7v3;1.0
1751;Claims;1.0
1751;Reimbursement;1.0
1751;HL7v3;1.0
1752;Genomics;1.0
1752;HL7v3;1.0
1748;HL7v2;1.0
1748;XML Encoding;1.0
1750;Accounting & Billing;1.0
1750;HL7v3;1.0
1747;Transport;1.0
1747;HL7v3;1.0
1749;HL7v3;1.0
1754;Anesthesia;1.0
1754;FHIR IG;1.0
1758;CDS;1.0
1758;CDS Hooks;1.0
1757;Infrastructure IG;1.0
1756;Genomics;1.0
1756;Phenotyping;1.0
1756;FHIR IG;1.0
1755;Medical Record;1.0
1755;FHIR IG;1.0
1755;C-CDA;1.0
1755;CDA;1.0
1755;Guide;1.0
