Source;Target;Weight
1578;WG:CIC;2.0
1550;WG:FM;2.0
1556;WG:BOD;2.0
1491;WG:Vocab;2.0
1552;WG:mHealth;2.0
1567;WG:PatCare;2.0
1565;WG:PatEmp;2.0
1572;WG:PatCare;2.0
1571;WG:PatCare;2.0
1575;WG:PH;2.0
1576;WG:conf;2.0
1501;WG:EHR;2.0
1600;WG:Sec;2.0
1598;WG:CQI;2.0
1607;WG:XGP;2.0
1599;WG:mHealth;2.0
1588;WG:BOD;2.0
1597;WG:FHIR-I;2.0
1553;WG:PPIX;2.0
1618;WG:PatCare;2.0
1609;WG:Pharm;2.0
1573;WG:Pharm;2.0
1610;WG:EHR;2.0
1611;WG:PH;2.0
1608;WG:XGP;2.0
1613;WG:FM;2.0
1617;WG:PH;2.0
1626;WG:BOD;2.0
1615;WG:Devices;2.0
1620;WG:CIMI;2.0
1616;WG:PH;2.0
1627;WG:BOD;2.0
1634;WG:O&O;2.0
1614;WG:O&O;2.0
1632;WG:PH;2.0
1635;WG:FM;2.0
1631;WG:PH;2.0
1639;WG:BOD;2.0
1636;WG:BRR;2.0
1643;WG:PH;2.0
1642;WG:FHIR-I;2.0
1644;WG:BRR;2.0
1645;WG:PatEmp;2.0
1646;WG:PatEmp;2.0
1651;WG:SOA;2.0
1656;WG:FM;2.0
1534;WG:SOA;2.0
1650;WG:PatCare;2.0
1652;WG:PatEmp;2.0
1661;WG:BOD;2.0
1654;WG:Pharm;2.0
1655;WG:PH;2.0
1653;WG:FHIR-I;2.0
1010;WG:O&O;2.0
1668;WG:I&M;2.0
1672;WG:O&O;2.0
1681;WG:BOD;2.0
1680;WG:BOD;2.0
1704;WG:BRR;2.0
1682;WG:BOD;2.0
1695;WG:BOD;2.0
1589;WG:BOD;2.0
1690;WG:PatAdmin;2.0
1679;WG:BOD;2.0
1683;WG:BOD;2.0
1700;WG:O&O;2.0
1686;WG:O&O;2.0
1687;WG:BRR;2.0
1689;WG:Sec;2.0
1691;WG:CBCP;2.0
1692;WG:II;2.0
1693;MG:CDA;2.0
1513;WG:CQI;2.0
1699;WG:LHS;2.0
1694;WG:PH;2.0
1697;WG:PPIX;2.0
1703;WG:BOD;2.0
1702;WG:BRR;2.0
1720;WG:CIC;2.0
1707;WG:II;2.0
1715;WG:CDS;2.0
1712;WG:O&O;2.0
1717;WG:PatAdmin;2.0
1718;WG:BOD;2.0
1725;WG:BOD;2.0
1721;WG:FHIR-I;2.0
1732;WG:XGP;2.0
1277;WG:Devices;2.0
1728;WG:EHR;2.0
1674;WG:PatAdmin;2.0
1673;WG:PatAdmin;2.0
1675;WG:PatAdmin;2.0
1729;WG:BOD;2.0
1730;WG:BOD;2.0
1731;WG:PatCare;2.0
1733;WG:mHealth;2.0
1118;WG:Arden;2.0
1736;WG:PH;2.0
1734;TSC;2.0
1737;WG:PH;2.0
1740;WG:BOD;2.0
1735;TSC;2.0
1738;WG:BOD;2.0
1741;WG:BOD;2.0
1688;WG:EHR;2.0
1742;WG:PH;2.0
1743;WG:Pharm;2.0
1745;WG:XGP;2.0
1746;WG:PatCare;2.0
1744;WG:CIC;2.0
1753;WG:ITS;2.0
1751;WG:FM;2.0
1752;WG:CG;2.0
1748;WG:ITS;2.0
1750;WG:FM;2.0
1747;WG:ITS;2.0
1749;WG:CQI;2.0
1754;WG:Devices;2.0
1758;WG:CDS;2.0
1757;WG:CDS;2.0
1756;WG:O&O;2.0
1755;WG:XGP;2.0
210;WG:StructDoc;1.0
567;WG:ChildH;1.0
728;WG:PatCare;1.0
770;WG:EHR;1.0
891;WG:M&M;1.0
902;WG:PatCare;1.0
902;WG:Pharm;1.0
924;WG:CDS;1.0
924;WG:SOA;1.0
995;WG:CIC;1.0
1002;WG:StructDoc;1.0
1005;WG:PPIX;1.0
1005;WG:Sec;1.0
1009;WG:PatCare;1.0
1009;WG:Pharm;1.0
1018;WG:SOA;1.0
1030;WG:Templates;1.0
1056;WG:I&M;1.0
1056;WG:O&O;1.0
1056;WG:Vocab;1.0
1069;WG:CQI;1.0
1069;WG:StructDoc;1.0
1095;WG:conf;1.0
1095;WG:EHR;1.0
1111;WG:EmCare;1.0
1111;WG:PatCare;1.0
1112;WG:StructDoc;1.0
1125;WG:CIMI;1.0
1125;WG:CDS;1.0
1139;WG:StructDoc;1.0
1142;WG:CDS;1.0
1146;WG:I&M;1.0
1146;WG:M&M;1.0
1146;WG:Vocab;1.0
1162;WG:Vocab;1.0
1175;WG:CDS;1.0
1175;WG:CQI;1.0
1180;WG:PEST;1.0
1180;Pub;1.0
1181;WG:ITS;1.0
1182;WG:EHR;1.0
1217;WG:O&O;1.0
1184;MG:FHIR-M;1.0
1204;WG:PatCare;1.0
1208;WG:StructDoc;1.0
1216;WG:StructDoc;1.0
1225;HSI;1.0
1225;WG:PH;1.0
1232;WG:Pharm;1.0
1234;WG:FHIR-I;1.0
1234;WG:SOA;1.0
1262;WG:M&M;1.0
1262;WG:Vocab;1.0
1274;WG:StructDoc;1.0
1290;WG:CQI;1.0
1290;HSI;1.0
1290;WG:O&O;1.0
1290;WG:PatAdmin;1.0
1293;WG:EHR;1.0
1294;WG:CG;1.0
1294;WG:PH;1.0
1292;WG:BRR;1.0
1153;WG:Devices;1.0
1317;WG:CIC;1.0
1317;WG:CQI;1.0
1317;WG:PatCare;1.0
1317;WG:Pharm;1.0
1317;WG:PH;1.0
1316;WG:CDS;1.0
1316;WG:CIC;1.0
1316;WG:CQI;1.0
1316;WG:CBCP;1.0
1316;WG:EHR;1.0
1316;HSI;1.0
1316;WG:SOA;1.0
1570;WG:PatCare;1.0
1323;No Selection;1.0
1335;WG:Devices;1.0
1335;WG:Vocab;1.0
1342;WG:CDS;1.0
1342;WG:PatCare;1.0
1341;WG:Sec;1.0
1345;WG:FM;1.0
1345;WG:PPIX;1.0
1345;WG:SOA;1.0
1352;WG:CIMI;1.0
1352;WG:O&O;1.0
1352;WG:PPIX;1.0
1366;WG:CIMI;1.0
1366;WG:CDS;1.0
1366;WG:CQI;1.0
1363;WG:CIMI;1.0
1370;WG:PatCare;1.0
1370;WG:Pharm;1.0
1371;WG:O&O;1.0
1371;WG:PatCare;1.0
1372;WG:StructDoc;1.0
1376;WG:O&O;1.0
1376;WG:Pharm;1.0
1376;WG:PH;1.0
1380;WG:CIMI;1.0
1380;WG:EHR;1.0
1380;WG:M&M;1.0
1380;WG:StructDoc;1.0
1390;WG:BRR;1.0
1390;WG:FM;1.0
1390;WG:O&O;1.0
1390;WG:PatCare;1.0
1405;WG:Pharm;1.0
1392;IMC;1.0
1392;WG:CDS;1.0
1392;WG:FHIR-I;1.0
1392;WG:I&M;1.0
1392;WG:Sec;1.0
1394;WG:conf;1.0
1394;WG:ed;1.0
1394;WG:PEST;1.0
1394;WG:Vocab;1.0
1398;WG:O&O;1.0
1398;WG:PH;1.0
1401;WG:EmCare;1.0
1401;WG:PatAdmin;1.0
1407;WG:ArchRev;1.0
1315;No Selection;1.0
1503;WG:O&O;1.0
1422;WG:BRR;1.0
1422;WG:CQI;1.0
1420;WG:CIMI;1.0
1420;WG:CBCP;1.0
1420;WG:ITS;1.0
1420;WG:O&O;1.0
1420;WG:PH;1.0
1420;WG:Sec;1.0
1424;WG:CIC;1.0
1426;WG:CIC;1.0
1426;WG:O&O;1.0
1425;WG:O&O;1.0
1429;WG:CDS;1.0
1429;WG:PatCare;1.0
1433;WG:BRR;1.0
1433;WG:O&O;1.0
1433;WG:PatCare;1.0
1437;WG:FM;1.0
1437;WG:PatCare;1.0
1437;WG:Pharm;1.0
1437;WG:StructDoc;1.0
1452;WG:EHR;1.0
1453;WG:CIMI;1.0
1453;WG:CG;1.0
1453;WG:II;1.0
1481;WG:CG;1.0
1481;WG:conf;1.0
1481;WG:Devices;1.0
1481;MG:FHIR-M;1.0
1481;WG:FM;1.0
1481;WG:M&M;1.0
1481;WG:PatAdmin;1.0
1481;WG:PatCare;1.0
1481;WG:Pharm;1.0
1481;WG:PH;1.0
1481;WG:SOA;1.0
1436;WG:ITS;1.0
1490;WG:PPIX;1.0
1493;WG:PatCare;1.0
1493;WG:PPIX;1.0
1494;WG:FM;1.0
1494;WG:PatCare;1.0
1494;WG:PPIX;1.0
1495;WG:PPIX;1.0
1502;WG:M&M;1.0
1497;WG:Sec;1.0
1499;WG:CDS;1.0
1504;WG:Vocab;1.0
1505;WG:CQI;1.0
1505;WG:PatCare;1.0
1511;WG:StructDoc;1.0
1591;No Selection;1.0
1523;No Selection;1.0
1515;WG:PPIX;1.0
1514;WG:PPIX;1.0
1517;WG:PPIX;1.0
1520;WG:PatCare;1.0
1520;WG:PPIX;1.0
1518;WG:FM;1.0
1525;WG:EHR;1.0
1516;WG:CDS;1.0
1516;WG:FM;1.0
1516;WG:PatAdmin;1.0
1516;WG:PPIX;1.0
1489;WG:PPIX;1.0
1489;WG:Pharm;1.0
1527;No Selection;1.0
1530;WG:ITS;1.0
1539;WG:CIMI;1.0
1584;WG:CIC;1.0
1584;WG:EHR;1.0
1584;WG:PatCare;1.0
1542;WG:conf;1.0
1542;WG:Vocab;1.0
1535;WG:CQI;1.0
1533;WG:PatAdmin;1.0
1533;WG:PatCare;1.0
1533;WG:PH;1.0
1540;WG:CIC;1.0
1540;WG:FHIR-I;1.0
1540;MG:FHIR-M;1.0
1544;WG:ArchRev;1.0
1585;WG:CIMI;1.0
1585;WG:PatCare;1.0
1541;WG:CIMI;1.0
1541;WG:O&O;1.0
1541;WG:PatCare;1.0
1549;WG:CBCP;1.0
1543;WG:Pharm;1.0
1578;WG:CG;1.0
1550;WG:Anesthesia;1.0
1552;WG:EHR;1.0
1567;WG:Vocab;1.0
1572;WG:conf;1.0
1571;WG:conf;1.0
1600;WG:CBCP;1.0
1599;WG:EHR;1.0
1597;WG:CDS;1.0
1553;WG:StructDoc;1.0
1618;WG:CDS;1.0
1573;WG:O&O;1.0
1573;WG:PatCare;1.0
1610;WG:CIMI;1.0
1610;WG:PPIX;1.0
1611;WG:CDS;1.0
1611;WG:CQI;1.0
1611;WG:PatCare;1.0
1608;WG:CDS;1.0
1608;WG:SOA;1.0
1613;WG:PatAdmin;1.0
1617;WG:O&O;1.0
1617;WG:PH;1.0
1620;WG:CQI;1.0
1620;WG:O&O;1.0
1620;WG:PatCare;1.0
1620;WG:PH;1.0
1614;WG:PatCare;1.0
1644;WG:PatCare;1.0
1644;WG:PH;1.0
1656;WG:PPIX;1.0
1650;WG:ed;1.0
1652;WG:CBCP;1.0
1652;WG:O&O;1.0
1652;WG:PatCare;1.0
1654;WG:PH;1.0
1010;WG:CDS;1.0
1010;WG:II;1.0
1010;WG:Pharm;1.0
1010;WG:SOA;1.0
1690;WG:FM;1.0
1690;WG:PPIX;1.0
1686;WG:CIC;1.0
1686;WG:PH;1.0
1686;WG:StructDoc;1.0
1691;WG:PatCare;1.0
1692;WG:CQI;1.0
1692;WG:Pharm;1.0
1693;WG:StructDoc;1.0
1693;WG:Vocab;1.0
1513;No Selection;1.0
1699;WG:CIMI;1.0
1699;WG:PatCare;1.0
1699;WG:PH;1.0
1697;WG:FM;1.0
1702;WG:CQI;1.0
1702;WG:O&O;1.0
1702;WG:Pharm;1.0
1720;WG:PH;1.0
1721;MG:CDA;1.0
1721;MG:FHIR-M;1.0
1721;WG:I&M;1.0
1721;WG:M&M;1.0
1732;WG:StructDoc;1.0
1277;HSI;1.0
1277;WG:mHealth;1.0
1277;WG:O&O;1.0
1728;WG:PatEmp;1.0
1731;WG:CBCP;1.0
1733;WG:Devices;1.0
1733;WG:O&O;1.0
1118;WG:CDS;1.0
1736;No Selection;1.0
1688;WG:CIC;1.0
1688;WG:PatCare;1.0
1742;WG:O&O;1.0
1743;WG:StructDoc;1.0
1745;WG:PatCare;1.0
1746;WG:PH;1.0
1744;WG:CIMI;1.0
1744;WG:CQI;1.0
1754;WG:StructDoc;1.0
1758;No Selection;1.0
1757;WG:CQI;1.0
1757;WG:FHIR-I;1.0
1757;WG:PH;1.0
1757;WG:Vocab;1.0
1755;WG:StructDoc;1.0
